facility_name,day_of_week,time_bin,is_school_holiday,n,sum_available,sum_sq_available,full_count
Park&Ride - Ashfield,0,30,False,1.0,207.0,42849.0,0.0
Park&Ride - Ashfield,0,31,False,1.0,200.0,40000.0,0.0
Park&Ride - Ashfield,0,32,False,1.0,190.0,36100.0,0.0
Park&Ride - Ashfield,0,33,False,1.0,184.0,33856.0,0.0
Park&Ride - Ashfield,0,34,False,1.0,172.0,29584.0,0.0
Park&Ride - Ashfield,0,35,False,1.0,171.0,29241.0,0.0
Park&Ride - Ashfield,0,36,False,1.0,158.0,24964.0,0.0
Park&Ride - Ashfield,0,37,False,1.0,145.0,21025.0,0.0
Park&Ride - Ashfield,0,38,False,1.0,126.0,15876.0,0.0
Park&Ride - Ashfield,0,39,False,1.0,111.0,12321.0,0.0
Park&Ride - Ashfield,0,40,False,1.0,96.0,9216.0,0.0
Park&Ride - Ashfield,0,41,False,1.0,84.0,7056.0,0.0
Park&Ride - Ashfield,0,42,False,1.0,61.0,3721.0,0.0
Park&Ride - Ashfield,0,43,False,1.0,38.0,1444.0,0.0
Park&Ride - Ashfield,0,44,False,1.0,19.0,361.0,0.0
Park&Ride - Ashfield,0,45,False,1.0,7.0,49.0,0.0
Park&Ride - Ashfield,0,46,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,47,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,48,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,49,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,50,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,51,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,52,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,53,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,54,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,55,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,56,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,57,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,58,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,59,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,60,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,61,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,62,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,63,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,64,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,65,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,66,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,67,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,68,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,69,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,70,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,71,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,72,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,73,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,74,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,75,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,76,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,77,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,78,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,79,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,80,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,81,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,82,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,83,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,84,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,85,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,86,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,87,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,88,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,89,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,90,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,91,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,0,92,False,1.0,4.0,16.0,0.0
Park&Ride - Ashfield,0,93,False,1.0,12.0,144.0,0.0
Park&Ride - Ashfield,0,94,False,1.0,27.0,729.0,0.0
Park&Ride - Ashfield,0,95,False,1.0,33.0,1089.0,0.0
Park&Ride - Ashfield,0,96,False,1.0,34.0,1156.0,0.0
Park&Ride - Ashfield,0,97,False,1.0,32.0,1024.0,0.0
Park&Ride - Ashfield,0,98,False,1.0,39.0,1521.0,0.0
Park&Ride - Ashfield,0,99,False,1.0,40.0,1600.0,0.0
Park&Ride - Ashfield,0,100,False,1.0,45.0,2025.0,0.0
Park&Ride - Ashfield,0,101,False,1.0,54.0,2916.0,0.0
Park&Ride - Ashfield,0,102,False,1.0,63.0,3969.0,0.0
Park&Ride - Ashfield,0,103,False,1.0,73.0,5329.0,0.0
Park&Ride - Ashfield,0,104,False,1.0,73.0,5329.0,0.0
Park&Ride - Ashfield,0,105,False,1.0,83.0,6889.0,0.0
Park&Ride - Ashfield,0,106,False,1.0,100.0,10000.0,0.0
Park&Ride - Ashfield,0,107,False,1.0,112.0,12544.0,0.0
Park&Ride - Ashfield,0,108,False,1.0,122.0,14884.0,0.0
Park&Ride - Ashfield,0,109,False,1.0,125.0,15625.0,0.0
Park&Ride - Ashfield,0,110,False,1.0,133.0,17689.0,0.0
Park&Ride - Ashfield,0,111,False,1.0,140.0,19600.0,0.0
Park&Ride - Ashfield,0,112,False,1.0,145.0,21025.0,0.0
Park&Ride - Ashfield,0,113,False,1.0,148.0,21904.0,0.0
Park&Ride - Ashfield,0,114,False,1.0,151.0,22801.0,0.0
Park&Ride - Ashfield,0,115,False,1.0,153.0,23409.0,0.0
Park&Ride - Ashfield,0,116,False,1.0,154.0,23716.0,0.0
Park&Ride - Ashfield,0,117,False,1.0,157.0,24649.0,0.0
Park&Ride - Ashfield,0,118,False,1.0,159.0,25281.0,0.0
Park&Ride - Ashfield,0,119,False,1.0,159.0,25281.0,0.0
Park&Ride - Ashfield,0,120,False,1.0,161.0,25921.0,0.0
Park&Ride - Ashfield,0,121,False,1.0,160.0,25600.0,0.0
Park&Ride - Ashfield,0,122,False,1.0,159.0,25281.0,0.0
Park&Ride - Ashfield,0,123,False,1.0,163.0,26569.0,0.0
Park&Ride - Ashfield,0,124,False,1.0,167.0,27889.0,0.0
Park&Ride - Ashfield,0,125,False,1.0,170.0,28900.0,0.0
Park&Ride - Ashfield,0,126,False,1.0,174.0,30276.0,0.0
Park&Ride - Ashfield,0,127,False,1.0,177.0,31329.0,0.0
Park&Ride - Ashfield,0,128,False,1.0,178.0,31684.0,0.0
Park&Ride - Ashfield,0,129,False,1.0,180.0,32400.0,0.0
Park&Ride - Ashfield,0,130,False,1.0,183.0,33489.0,0.0
Park&Ride - Ashfield,0,131,False,1.0,184.0,33856.0,0.0
Park&Ride - Ashfield,1,30,False,1.0,208.0,43264.0,0.0
Park&Ride - Ashfield,1,31,False,1.0,198.0,39204.0,0.0
Park&Ride - Ashfield,1,32,False,1.0,190.0,36100.0,0.0
Park&Ride - Ashfield,1,33,False,1.0,185.0,34225.0,0.0
Park&Ride - Ashfield,1,34,False,1.0,175.0,30625.0,0.0
Park&Ride - Ashfield,1,35,False,1.0,168.0,28224.0,0.0
Park&Ride - Ashfield,1,36,False,1.0,151.0,22801.0,0.0
Park&Ride - Ashfield,1,37,False,1.0,137.0,18769.0,0.0
Park&Ride - Ashfield,1,38,False,1.0,120.0,14400.0,0.0
Park&Ride - Ashfield,1,39,False,1.0,99.0,9801.0,0.0
Park&Ride - Ashfield,1,40,False,1.0,78.0,6084.0,0.0
Park&Ride - Ashfield,1,41,False,1.0,53.0,2809.0,0.0
Park&Ride - Ashfield,1,42,False,1.0,24.0,576.0,0.0
Park&Ride - Ashfield,1,43,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,44,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,45,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,46,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,47,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,48,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,49,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,50,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,51,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,52,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,53,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,54,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,55,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,56,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,57,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,58,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,59,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,60,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,61,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,62,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,63,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,64,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,65,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,66,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,67,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,68,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,69,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,70,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,71,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,72,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,73,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,74,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,75,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,76,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,77,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,78,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,79,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,80,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,81,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,82,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,83,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,84,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,85,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,86,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,87,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,88,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,89,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,90,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,1,91,False,1.0,3.0,9.0,0.0
Park&Ride - Ashfield,1,92,False,1.0,11.0,121.0,0.0
Park&Ride - Ashfield,1,93,False,1.0,14.0,196.0,0.0
Park&Ride - Ashfield,1,94,False,1.0,23.0,529.0,0.0
Park&Ride - Ashfield,1,95,False,1.0,23.0,529.0,0.0
Park&Ride - Ashfield,1,96,False,1.0,21.0,441.0,0.0
Park&Ride - Ashfield,1,97,False,1.0,29.0,841.0,0.0
Park&Ride - Ashfield,1,98,False,1.0,32.0,1024.0,0.0
Park&Ride - Ashfield,1,99,False,1.0,37.0,1369.0,0.0
Park&Ride - Ashfield,1,100,False,1.0,51.0,2601.0,0.0
Park&Ride - Ashfield,1,101,False,1.0,58.0,3364.0,0.0
Park&Ride - Ashfield,1,102,False,1.0,65.0,4225.0,0.0
Park&Ride - Ashfield,1,103,False,1.0,72.0,5184.0,0.0
Park&Ride - Ashfield,1,104,False,1.0,76.0,5776.0,0.0
Park&Ride - Ashfield,1,105,False,1.0,77.0,5929.0,0.0
Park&Ride - Ashfield,1,106,False,1.0,80.0,6400.0,0.0
Park&Ride - Ashfield,1,107,False,1.0,93.0,8649.0,0.0
Park&Ride - Ashfield,1,108,False,1.0,96.0,9216.0,0.0
Park&Ride - Ashfield,1,109,False,1.0,105.0,11025.0,0.0
Park&Ride - Ashfield,1,110,False,1.0,117.0,13689.0,0.0
Park&Ride - Ashfield,1,111,False,1.0,125.0,15625.0,0.0
Park&Ride - Ashfield,1,112,False,1.0,127.0,16129.0,0.0
Park&Ride - Ashfield,1,113,False,1.0,132.0,17424.0,0.0
Park&Ride - Ashfield,1,114,False,1.0,137.0,18769.0,0.0
Park&Ride - Ashfield,1,115,False,1.0,138.0,19044.0,0.0
Park&Ride - Ashfield,1,116,False,1.0,145.0,21025.0,0.0
Park&Ride - Ashfield,1,117,False,1.0,145.0,21025.0,0.0
Park&Ride - Ashfield,1,118,False,1.0,148.0,21904.0,0.0
Park&Ride - Ashfield,1,119,False,1.0,149.0,22201.0,0.0
Park&Ride - Ashfield,1,120,False,1.0,151.0,22801.0,0.0
Park&Ride - Ashfield,1,121,False,1.0,153.0,23409.0,0.0
Park&Ride - Ashfield,1,122,False,1.0,157.0,24649.0,0.0
Park&Ride - Ashfield,1,123,False,1.0,158.0,24964.0,0.0
Park&Ride - Ashfield,1,124,False,1.0,159.0,25281.0,0.0
Park&Ride - Ashfield,1,125,False,1.0,162.0,26244.0,0.0
Park&Ride - Ashfield,1,126,False,1.0,169.0,28561.0,0.0
Park&Ride - Ashfield,1,127,False,1.0,173.0,29929.0,0.0
Park&Ride - Ashfield,1,128,False,1.0,174.0,30276.0,0.0
Park&Ride - Ashfield,1,129,False,1.0,174.0,30276.0,0.0
Park&Ride - Ashfield,1,130,False,1.0,177.0,31329.0,0.0
Park&Ride - Ashfield,1,131,False,1.0,182.0,33124.0,0.0
Park&Ride - Ashfield,2,30,False,1.0,209.0,43681.0,0.0
Park&Ride - Ashfield,2,31,False,1.0,201.0,40401.0,0.0
Park&Ride - Ashfield,2,32,False,1.0,193.0,37249.0,0.0
Park&Ride - Ashfield,2,33,False,1.0,184.0,33856.0,0.0
Park&Ride - Ashfield,2,34,False,1.0,177.0,31329.0,0.0
Park&Ride - Ashfield,2,35,False,1.0,168.0,28224.0,0.0
Park&Ride - Ashfield,2,36,False,1.0,150.0,22500.0,0.0
Park&Ride - Ashfield,2,37,False,1.0,145.0,21025.0,0.0
Park&Ride - Ashfield,2,38,False,1.0,131.0,17161.0,0.0
Park&Ride - Ashfield,2,39,False,1.0,116.0,13456.0,0.0
Park&Ride - Ashfield,2,40,False,1.0,102.0,10404.0,0.0
Park&Ride - Ashfield,2,41,False,1.0,82.0,6724.0,0.0
Park&Ride - Ashfield,2,42,False,1.0,54.0,2916.0,0.0
Park&Ride - Ashfield,2,43,False,1.0,30.0,900.0,0.0
Park&Ride - Ashfield,2,44,False,1.0,12.0,144.0,0.0
Park&Ride - Ashfield,2,45,False,1.0,2.0,4.0,0.0
Park&Ride - Ashfield,2,46,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,47,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,48,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,49,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,50,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,51,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,52,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,53,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,54,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,55,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,56,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,57,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,58,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,59,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,60,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,61,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,62,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,63,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,64,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,65,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,66,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,67,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,68,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,69,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,70,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,71,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,72,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,73,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,74,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,75,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,76,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,77,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,78,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,79,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,80,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,81,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,82,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,83,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,84,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,2,85,False,1.0,2.0,4.0,0.0
Park&Ride - Ashfield,2,86,False,1.0,3.0,9.0,0.0
Park&Ride - Ashfield,2,87,False,1.0,5.0,25.0,0.0
Park&Ride - Ashfield,2,88,False,1.0,7.0,49.0,0.0
Park&Ride - Ashfield,2,89,False,1.0,9.0,81.0,0.0
Park&Ride - Ashfield,2,90,False,1.0,10.0,100.0,0.0
Park&Ride - Ashfield,2,91,False,1.0,16.0,256.0,0.0
Park&Ride - Ashfield,2,92,False,1.0,16.0,256.0,0.0
Park&Ride - Ashfield,2,93,False,1.0,16.0,256.0,0.0
Park&Ride - Ashfield,2,94,False,1.0,20.0,400.0,0.0
Park&Ride - Ashfield,2,95,False,1.0,20.0,400.0,0.0
Park&Ride - Ashfield,2,96,False,1.0,19.0,361.0,0.0
Park&Ride - Ashfield,2,97,False,1.0,27.0,729.0,0.0
Park&Ride - Ashfield,2,98,False,1.0,33.0,1089.0,0.0
Park&Ride - Ashfield,2,99,False,1.0,38.0,1444.0,0.0
Park&Ride - Ashfield,2,100,False,1.0,52.0,2704.0,0.0
Park&Ride - Ashfield,2,101,False,1.0,57.0,3249.0,0.0
Park&Ride - Ashfield,2,102,False,1.0,64.0,4096.0,0.0
Park&Ride - Ashfield,2,103,False,1.0,69.0,4761.0,0.0
Park&Ride - Ashfield,2,104,False,1.0,69.0,4761.0,0.0
Park&Ride - Ashfield,2,105,False,1.0,74.0,5476.0,0.0
Park&Ride - Ashfield,2,106,False,1.0,74.0,5476.0,0.0
Park&Ride - Ashfield,2,107,False,1.0,81.0,6561.0,0.0
Park&Ride - Ashfield,2,108,False,1.0,90.0,8100.0,0.0
Park&Ride - Ashfield,2,109,False,1.0,93.0,8649.0,0.0
Park&Ride - Ashfield,2,110,False,1.0,98.0,9604.0,0.0
Park&Ride - Ashfield,2,111,False,1.0,102.0,10404.0,0.0
Park&Ride - Ashfield,2,112,False,1.0,107.0,11449.0,0.0
Park&Ride - Ashfield,2,113,False,1.0,109.0,11881.0,0.0
Park&Ride - Ashfield,2,114,False,1.0,109.0,11881.0,0.0
Park&Ride - Ashfield,2,115,False,1.0,114.0,12996.0,0.0
Park&Ride - Ashfield,2,116,False,1.0,115.0,13225.0,0.0
Park&Ride - Ashfield,2,117,False,1.0,116.0,13456.0,0.0
Park&Ride - Ashfield,2,118,False,1.0,117.0,13689.0,0.0
Park&Ride - Ashfield,2,119,False,1.0,119.0,14161.0,0.0
Park&Ride - Ashfield,2,120,False,1.0,120.0,14400.0,0.0
Park&Ride - Ashfield,2,121,False,1.0,122.0,14884.0,0.0
Park&Ride - Ashfield,2,122,False,1.0,125.0,15625.0,0.0
Park&Ride - Ashfield,2,123,False,1.0,126.0,15876.0,0.0
Park&Ride - Ashfield,2,124,False,1.0,129.0,16641.0,0.0
Park&Ride - Ashfield,2,125,False,1.0,130.0,16900.0,0.0
Park&Ride - Ashfield,2,126,False,1.0,135.0,18225.0,0.0
Park&Ride - Ashfield,2,127,False,1.0,141.0,19881.0,0.0
Park&Ride - Ashfield,2,128,False,1.0,145.0,21025.0,0.0
Park&Ride - Ashfield,2,129,False,1.0,152.0,23104.0,0.0
Park&Ride - Ashfield,2,130,False,1.0,155.0,24025.0,0.0
Park&Ride - Ashfield,2,131,False,1.0,159.0,25281.0,0.0
Park&Ride - Ashfield,3,30,False,2.0,413.0,85289.0,0.0
Park&Ride - Ashfield,3,31,False,2.0,394.0,77620.0,0.0
Park&Ride - Ashfield,3,32,False,2.0,378.0,71444.0,0.0
Park&Ride - Ashfield,3,33,False,2.0,360.0,64802.0,0.0
Park&Ride - Ashfield,3,34,False,2.0,351.0,61601.0,0.0
Park&Ride - Ashfield,3,35,False,2.0,334.0,55786.0,0.0
Park&Ride - Ashfield,3,36,False,2.0,311.0,48365.0,0.0
Park&Ride - Ashfield,3,37,False,2.0,280.0,39202.0,0.0
Park&Ride - Ashfield,3,38,False,2.0,252.0,31760.0,0.0
Park&Ride - Ashfield,3,39,False,2.0,212.0,22504.0,0.0
Park&Ride - Ashfield,3,40,False,2.0,189.0,17873.0,0.0
Park&Ride - Ashfield,3,41,False,2.0,155.0,12013.0,0.0
Park&Ride - Ashfield,3,42,False,2.0,105.0,5553.0,0.0
Park&Ride - Ashfield,3,43,False,2.0,57.0,1629.0,0.0
Park&Ride - Ashfield,3,44,False,2.0,9.0,53.0,0.0
Park&Ride - Ashfield,3,45,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,46,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,47,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,48,False,2.0,1.0,1.0,1.0
Park&Ride - Ashfield,3,49,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,50,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,51,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,52,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,53,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,54,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,55,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,56,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,57,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,58,False,2.0,1.0,1.0,1.0
Park&Ride - Ashfield,3,59,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,60,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,61,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,62,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,63,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,64,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,65,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,66,False,2.0,1.0,1.0,1.0
Park&Ride - Ashfield,3,67,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,68,False,2.0,2.0,4.0,1.0
Park&Ride - Ashfield,3,69,False,2.0,1.0,1.0,1.0
Park&Ride - Ashfield,3,70,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,71,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,72,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,73,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,74,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,75,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,76,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,77,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,78,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,79,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,80,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,81,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,82,False,2.0,2.0,4.0,1.0
Park&Ride - Ashfield,3,83,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,84,False,2.0,0.0,0.0,2.0
Park&Ride - Ashfield,3,85,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,3,86,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,3,87,False,1.0,0.0,0.0,1.0
Park&Ride - Ashfield,3,88,False,2.0,3.0,9.0,1.0
Park&Ride - Ashfield,3,89,False,2.0,11.0,121.0,1.0
Park&Ride - Ashfield,3,90,False,2.0,8.0,64.0,1.0
Park&Ride - Ashfield,3,91,False,2.0,10.0,100.0,1.0
Park&Ride - Ashfield,3,92,False,2.0,8.0,64.0,1.0
Park&Ride - Ashfield,3,93,False,2.0,12.0,144.0,1.0
Park&Ride - Ashfield,3,94,False,2.0,24.0,416.0,0.0
Park&Ride - Ashfield,3,95,False,2.0,35.0,673.0,0.0
Park&Ride - Ashfield,3,96,False,2.0,40.0,850.0,0.0
Park&Ride - Ashfield,3,97,False,2.0,49.0,1205.0,0.0
Park&Ride - Ashfield,3,98,False,2.0,63.0,1989.0,0.0
Park&Ride - Ashfield,3,99,False,2.0,63.0,1997.0,0.0
Park&Ride - Ashfield,3,100,False,2.0,84.0,3600.0,0.0
Park&Ride - Ashfield,3,101,False,2.0,97.0,4729.0,0.0
Park&Ride - Ashfield,3,102,False,2.0,110.0,6082.0,0.0
Park&Ride - Ashfield,3,103,False,2.0,118.0,6994.0,0.0
Park&Ride - Ashfield,3,104,False,2.0,134.0,9010.0,0.0
Park&Ride - Ashfield,3,105,False,2.0,148.0,10984.0,0.0
Park&Ride - Ashfield,3,106,False,2.0,163.0,13297.0,0.0
Park&Ride - Ashfield,3,107,False,2.0,181.0,16385.0,0.0
Park&Ride - Ashfield,3,108,False,2.0,179.0,16021.0,0.0
Park&Ride - Ashfield,3,109,False,2.0,200.0,20018.0,0.0
Park&Ride - Ashfield,3,110,False,2.0,201.0,20213.0,0.0
Park&Ride - Ashfield,3,111,False,2.0,222.0,24674.0,0.0
Park&Ride - Ashfield,3,112,False,2.0,228.0,25994.0,0.0
Park&Ride - Ashfield,3,113,False,2.0,240.0,28802.0,0.0
Park&Ride - Ashfield,3,114,False,2.0,243.0,29525.0,0.0
Park&Ride - Ashfield,3,115,False,2.0,251.0,31505.0,0.0
Park&Ride - Ashfield,3,116,False,2.0,257.0,33037.0,0.0
